titulo,url,ano,fecha,hora,twitter,tags
Matris requetemix,http://lapinatafrikie.blogspot.com/2009/05/matris-requetemix.html,2009,05-18,15:59,@dmaeztu,#LPF #Comics #Humor #Matrix #ST:Matrix
"Ghost in the Shell, de donde nació The Matrix",http://lapinatafrikie.blogspot.com/2009/05/ghost-in-shell-de-donde-nacio-matrix.html,2009,05-18,12:02,@Pemtano,#LPF #Matrix #Películas #ST:Matrix
Semana temática: Matrix,http://lapinatafrikie.blogspot.com/2009/05/semana-tematica-matrix.html,2009,05-18,00:00,@dmaeztu,#LPF #Matrix #Películas #ST:Matrix
Bra'tac estuvo en... Bratislava,http://lapinatafrikie.blogspot.com/2009/05/bratac-estuvo-en-bratislava.html,2009,05-15,21:43,@ArkaitzCP,#LPF #Cultura #Viajes
Gran Theft Auto: La saga 3D. Parte 2,http://lapinatafrikie.blogspot.com/2009/05/gran-theft-auto-la-saga-3d-parte-2.html,2009,05-15,13:40,@dmaeztu,#LPF #Nintendo #PC #Playstation2 #Playstation3 #Videojuegos #Xbox360
Duchándose y fumando ¿porros?,http://lapinatafrikie.blogspot.com/2009/05/duchandose-y-fumando-porros.html,2009,05-15,00:14,@Pemtano,#LPF #Humor #Videoscuriosos
Cactus Kid,http://lapinatafrikie.blogspot.com/2009/05/cactus-kid.html,2009,05-14,18:52,@ArkaitzCP,#LPF #Videoscuriosos
Bra'tac estuvo en... Viena,http://lapinatafrikie.blogspot.com/2009/05/bratac-estuvo-en-viena.html,2009,05-13,22:16,@ArkaitzCP,#LPF #Viajes
Francia demuestra otra vez que no es un país demcrático,http://lapinatafrikie.blogspot.com/2009/05/francia-demuestra-otra-vez-que-no-es-un.html,2009,05-13,14:39,@dmaeztu,#LPF #noticias #Tecnología
Haciendo surf en las alturas...,http://lapinatafrikie.blogspot.com/2009/05/haciendo-surf-en-las-alturas.html,2009,05-12,00:04,@Pemtano,#LPF #Humor #Videoscuriosos
"Moulin Rouge, quizás el mejor musical",http://lapinatafrikie.blogspot.com/2009/05/moulin-rouge-quizas-el-mejor-musical.html,2009,05-10,15:58,@Pemtano,#LPF #Películas #Tempanorecomienda
El Shumai terrorifico,http://lapinatafrikie.blogspot.com/2009/05/el-shumai-terrorifico.html,2009,05-08,00:15,@HerceJaime,#LPF #JimoOoRecomienda
"Stargate: Universe, trailer",http://lapinatafrikie.blogspot.com/2009/05/stargate-universe-trailer.html,2009,05-07,22:51,@ArkaitzCP,#LPF #Ciencia #series #Trailers
"Zoolander, una comedia a la altura",http://lapinatafrikie.blogspot.com/2009/05/zoolander-una-comedia-la-altura.html,2009,05-06,21:58,@Pemtano,#LPF #Películas #Tempanorecomienda
Kigeki (comedy),http://lapinatafrikie.blogspot.com/2009/05/kigeki-comedy.html,2009,05-06,19:13,@HerceJaime,#LPF #JimoOoRecomienda
cuatro sigue sin originaliradad,http://lapinatafrikie.blogspot.com/2009/05/cuatro-sigue-sin-originaliradad.html,2009,05-06,00:21,@HerceJaime,#LPF #Videoscuriosos
Clips de estílo infográfico,http://lapinatafrikie.blogspot.com/2009/05/clips-de-estilo-infografico.html,2009,05-05,21:25,@dmaeztu,#LPF #Musica #Videoscuriosos #youtube
Theatrical Trailer de Transformers: Revenge of the Fallen,http://lapinatafrikie.blogspot.com/2009/05/theatrical-trailer-de-transformers.html,2009,05-05,08:41,@Pemtano,#LPF #Películas #Trailers
Amenophis recomienda... ¡El Incal!,http://lapinatafrikie.blogspot.com/2009/05/amenophis-recomienda-el-incal.html,2009,05-02,12:03,@dmaeztu,#LPF #Amenophisrecomienda #Comics
"Tranformers, More than meets the eye?",http://lapinatafrikie.blogspot.com/2009/05/tranformers-more-than-meets-eye.html,2009,05-01,16:06,@Pemtano,#LPF #Películas #Tempanorecomienda
Pantoja Fiction,http://lapinatafrikie.blogspot.com/2009/05/pantoja-fiction.html,2009,05-01,00:37,@ArkaitzCP,#LPF #Humor #youtube
"Watchmen, dibujos de Megatrix",http://lapinatafrikie.blogspot.com/2009/05/watchmen-dibujos-de-megatrix.html,2009,05-01,00:30,@ArkaitzCP,#LPF #Comics #Videoscuriosos #youtube
"El protegido, la obra maestra de Shyamalan",http://lapinatafrikie.blogspot.com/2009/04/el-protegido-la-obra-maestra-de.html,2009,04-29,18:53,@Pemtano,#LPF #Películas #Tempanorecomienda
Charlie the Unicorn,http://lapinatafrikie.blogspot.com/2009/04/charlie-unicorn.html,2009,04-29,17:25,@ArkaitzCP,#LPF #Humor #youtube
Jesucristo cazavampiros,http://lapinatafrikie.blogspot.com/2009/04/jesucristo-cazavampiros.html,2009,04-28,23:13,@dmaeztu,#LPF #Humor #Trailers #youtube
Camara Hiperlenta en HD,http://lapinatafrikie.blogspot.com/2009/04/camara-hiperlenta-en-hd.html,2009,04-28,22:15,@HerceJaime,#LPF #Tecnología
Tempano recomienda... Rokcinante,http://lapinatafrikie.blogspot.com/2009/04/tempano-recomienda-rokcinante.html,2009,04-27,23:46,@Pemtano,#LPF #Musica #Tempanorecomienda
GoldenEye de N64 y su bug,http://lapinatafrikie.blogspot.com/2009/04/goldeneye-de-n64-y-su-bug.html,2009,04-27,08:27,@Pemtano,#LPF #Consolas #Humor #Videojuegos #youtube
Amenophis recomienda... ¡Monster!,http://lapinatafrikie.blogspot.com/2009/04/amenophis-recomienda-monster.html,2009,04-26,18:05,@dmaeztu,#LPF #Amenophisrecomienda #Manganime #series
El Señor de Los Anillos en 5 segundos...,http://lapinatafrikie.blogspot.com/2009/04/el-senor-de-los-anillos-en-5-segundos.html,2009,04-26,13:57,@ArkaitzCP,#LPF #Películas #Trailers #Videoscuriosos #youtube
Web 2.0 en La Piñata,http://lapinatafrikie.blogspot.com/2009/04/web-20-en-la-pinata.html,2009,04-25,22:48,@ArkaitzCP,#LPF #blogger
"9, trailer",http://lapinatafrikie.blogspot.com/2009/04/9-trailer.html,2009,04-24,17:24,@ArkaitzCP,#LPF #Películas #Trailers
We made you,http://lapinatafrikie.blogspot.com/2009/04/we-made-you.html,2009,04-23,23:00,@HerceJaime,#LPF #Musica
Leonard Nimoy's Ballads of Bilbo Baggins,http://lapinatafrikie.blogspot.com/2009/04/leonard-nimoys-ballads-of-bilbo-baggins.html,2009,04-23,18:15,@ArkaitzCP,#LPF #Musica #youtube
Nuevos Carteles de San Fermín,http://lapinatafrikie.blogspot.com/2009/04/nuevos-carteles-de-san-fermin.html,2009,04-22,13:53,@ArkaitzCP,#LPF #Cultura
Jorge García en el Hormiguero,http://lapinatafrikie.blogspot.com/2009/04/jorge-garcia-en-el-hormiguero.html,2009,04-21,23:13,@ArkaitzCP,#LPF #series #youtube
WTF de la semana,http://lapinatafrikie.blogspot.com/2009/04/wtf-de-la-semana.html,2009,04-21,17:39,@ArkaitzCP,#LPF #Apple #WTF
Fotografías Temáticas,http://lapinatafrikie.blogspot.com/2009/04/fotografias-tematicas.html,2009,04-21,14:07,@ArkaitzCP,#LPF #Arte #Tecnología
Michael Bay... AWESOME!,http://lapinatafrikie.blogspot.com/2009/04/michael-bay-awesome.html,2009,04-19,19:02,@Pemtano,#LPF #Humor #Películas #Videoscuriosos #youtube
Premio,http://lapinatafrikie.blogspot.com/2009/04/premio.html,2009,04-18,16:05,@ArkaitzCP,#LPF #blogger
Grand Theft Auto: La saga 3D. Parte 1.,http://lapinatafrikie.blogspot.com/2009/04/grand-theft-auto-la-saga-3d-parte-1.html,2009,04-17,22:33,@dmaeztu,#LPF #Consolas #PC #Playstation2 #Videojuegos
"Club Zed, el club de timadores",http://lapinatafrikie.blogspot.com/2009/04/club-zed-el-club-de-timadores.html,2009,04-17,17:43,@HerceJaime,#LPF #Miscelanea
Dragon Ball Kai,http://lapinatafrikie.blogspot.com/2009/04/dragon-ball-kai.html,2009,04-16,00:10,@HerceJaime,#LPF
"Achmed, el terrorista muerto",http://lapinatafrikie.blogspot.com/2009/04/achmed-el-terrorista-muerto.html,2009,04-12,03:25,@ArkaitzCP,#LPF #Videoscuriosos #youtube
"Tomás Rubio, de punto y a parte",http://lapinatafrikie.blogspot.com/2009/04/tomas-rubio-de-punto-y-parte.html,2009,04-10,23:36,@Pemtano,#LPF #Videojuegos
Grand Theft Auto: La saga 2D.,http://lapinatafrikie.blogspot.com/2009/04/grand-theft-auto-la-saga-2d.html,2009,04-10,23:05,@dmaeztu,#LPF #Nintendo #PC #SEGA #Videojuegos
"Ángeles González-Sinde, amigos de la SGAE",http://lapinatafrikie.blogspot.com/2009/04/angeles-gonzalez-sinde-amigos-de-la.html,2009,04-07,16:56,@Pemtano,#LPF #noticias
Tempano recomienda... Sega Mega Drive Ultimate Collection,http://lapinatafrikie.blogspot.com/2009/04/tempano-recomienda-sega-mega-drive.html,2009,04-07,01:55,@Pemtano,#LPF #Tempanorecomienda #Xbox360
Trailer de Ice Age 3: El orígen de los dinosaurios,http://lapinatafrikie.blogspot.com/2009/04/trailer-de-ice-age-3-el-origen-de-los.html,2009,04-06,01:47,@Pemtano,#LPF #Películas #Trailers
Descubre a... Kevin Smith,http://lapinatafrikie.blogspot.com/2009/04/descubre-kevin-smith.html,2009,04-05,21:37,@dmaeztu,#LPF #Comics #Descubrea #frikies #Películas
¿Le damos al Bo?,http://lapinatafrikie.blogspot.com/2009/04/le-damos-al-bo.html,2009,04-04,16:55,@ArkaitzCP,#LPF #Arte #Cultura #Japon
"X-Men orígenes: Lobezno, flipante lo de esta película...",http://lapinatafrikie.blogspot.com/2009/04/x-men-origenes-lobezno-flipante-lo-de.html,2009,04-02,22:11,@Pemtano,#LPF #Películas
Mac y los Simpsons,http://lapinatafrikie.blogspot.com/2009/04/mac-y-los-simpsons.html,2009,04-01,20:40,@ArkaitzCP,#LPF #Apple #series #youtube
A Bra'tac le fascina... Battlestar Galactica,http://lapinatafrikie.blogspot.com/2009/04/bratac-le-fascina-battlestar-galactica.html,2009,04-01,17:30,@ArkaitzCP,#LPF #ABra'taclemola #Ciencia #series
Cuando el deber te llama...,http://lapinatafrikie.blogspot.com/2009/03/cuando-el-deber-te-llama.html,2009,03-31,17:20,@Pemtano,#LPF #Humor
Comix Zone de Mega Drive / Génesis II,http://lapinatafrikie.blogspot.com/2009/03/comix-zone-de-mega-drive-genesis-ii.html,2009,03-31,16:26,@Pemtano,#LPF #16bits #SEGA #Tempanorecomienda #Videojuegos
Gears of War 2 y el Live o como hacerse el seppuku,http://lapinatafrikie.blogspot.com/2009/03/gears-of-war-2-y-el-live-o-como-hacerse.html,2009,03-31,15:14,@Pemtano,#LPF #Videojuegos #Xbox360
Encuesta Star Wars,http://lapinatafrikie.blogspot.com/2009/03/encuesta-star-wars.html,2009,03-30,11:30,@dmaeztu,#LPF #ST:StarWars #StarWars
Episode IV: Los carteles de la película,http://lapinatafrikie.blogspot.com/2009/03/episode-iv-los-carteles-de-la-pelicula.html,2009,03-29,17:38,@dmaeztu,#LPF #Posters #ST:StarWars #StarWars
Star Wars: The phantom menace para PC,http://lapinatafrikie.blogspot.com/2009/03/star-wars-phantom-menace-para-pc.html,2009,03-27,11:43,@Pemtano,#LPF #ST:StarWars #StarWars #Videojuegos
Star Wars Episode I: Racer,http://lapinatafrikie.blogspot.com/2009/03/star-wars-episode-i-64.html,2009,03-26,22:57,@dmaeztu,#LPF #Nintendo #ST:StarWars #StarWars #Videojuegos
El gran inventor de la ensalada en un taco,http://lapinatafrikie.blogspot.com/2009/03/el-gran-inventor-de-la-ensalada-en-un.html,2009,03-25,13:07,@dmaeztu,#LPF #Publicidad #youtube
Logo de Batman,http://lapinatafrikie.blogspot.com/2009/03/logo-de-batman.html,2009,03-25,13:06,@dmaeztu,#LPF #Comics #Videoscuriosos #youtube
Plaza de España de Sevilla,http://lapinatafrikie.blogspot.com/2009/03/plaza-de-espana-de-sevilla.html,2009,03-25,01:07,@HerceJaime,#LPF #ST:StarWars
Star Wars: Sirve para todo,http://lapinatafrikie.blogspot.com/2009/03/star-wars-sirve-para-todo.html,2009,03-24,18:13,@dmaeztu,#LPF #ST:StarWars #StarWars #WTF
Cómico Suicida vs Star Wars,http://lapinatafrikie.blogspot.com/2009/03/comico-suicida-vs-star-wars.html,2009,03-22,20:54,@ArkaitzCP,#LPF #ST:StarWars #StarWars #Videoscuriosos
"George ""Awesome"" Lucas",http://lapinatafrikie.blogspot.com/2009/03/george-awesome-lucas.html,2009,03-22,17:46,@ArkaitzCP,#LPF #frikies #Películas #ST:StarWars #StarWars
La idea de Star Wars,http://lapinatafrikie.blogspot.com/2009/03/la-idea-de-star-wars.html,2009,03-21,17:11,@ArkaitzCP,#LPF #ST:StarWars #StarWars #Videoscuriosos
Episodio IV: La Preview,http://lapinatafrikie.blogspot.com/2009/03/episodio-iv-la-preview.html,2009,03-21,16:01,@dmaeztu,#LPF #Películas #ST:StarWars #StarWars
Volviendo del Dentista,http://lapinatafrikie.blogspot.com/2009/03/volviendo-del-dentista.html,2009,03-21,13:59,@ArkaitzCP,#LPF #Ciencia #Humor #ST:StarWars #StarWars #youtube
Siempre es por los videojuegos,http://lapinatafrikie.blogspot.com/2009/03/siempre-es-por-los-videojuegos.html,2009,03-20,12:30,@dmaeztu,#LPF #Humor #Videojuegos
Burlada Anime'09,http://lapinatafrikie.blogspot.com/2009/03/burlada-anime09.html,2009,03-20,12:07,@dmaeztu,#LPF #Cultura #festivales #Manganime #noticias
Semana temática: Star Wars,http://lapinatafrikie.blogspot.com/2009/03/semana-tematica-star-wars.html,2009,03-19,23:18,@dmaeztu,#LPF #ST:StarWars #StarWars
Parodias,http://lapinatafrikie.blogspot.com/2009/03/parodias.html,2009,03-19,17:22,@ArkaitzCP,#LPF #Videoscuriosos
Molina Pirata,http://lapinatafrikie.blogspot.com/2009/03/molina-pirata.html,2009,03-19,17:14,@ArkaitzCP,#LPF #noticias #Tecnología
Pump up the Jam,http://lapinatafrikie.blogspot.com/2009/03/pump-up-jam.html,2009,03-18,12:03,@HerceJaime,#LPF #Miscelanea #Musica
Dia de San Patricio,http://lapinatafrikie.blogspot.com/2009/03/dia-de-san-patricio.html,2009,03-17,13:13,@HerceJaime,#LPF #Miscelanea
Nuevo iPod Shuffle,http://lapinatafrikie.blogspot.com/2009/03/nuevo-ipod-shuffle.html,2009,03-16,00:06,@ArkaitzCP,#LPF #Apple
La ley de los tres avisos en España,http://lapinatafrikie.blogspot.com/2009/03/la-ley-de-los-tres-avisos-en-espana.html,2009,03-15,20:29,@ArkaitzCP,#LPF #noticias
Esa competencia que siempre estará ahí,http://lapinatafrikie.blogspot.com/2009/03/esa-competencia-que-siempre-estara-ahi.html,2009,03-13,19:54,@dmaeztu,#LPF #Publicidad
Tempano se pilla unas vacaciones,http://lapinatafrikie.blogspot.com/2009/03/tempano-se-pilla-unas-vacaciones.html,2009,03-13,14:25,@Pemtano,#LPF #Miscelanea #Tempanorecomienda
jimo recomienda....12,http://lapinatafrikie.blogspot.com/2009/03/jimo-recomienda12.html,2009,03-12,23:15,@HerceJaime,#LPF #JimoOoRecomienda
Nuevo Blog para visitar,http://lapinatafrikie.blogspot.com/2009/03/nuevo-blog-para-visitar.html,2009,03-12,18:12,@HerceJaime,#LPF #blogger
La delgada línea...,http://lapinatafrikie.blogspot.com/2009/03/la-delgada-linea.html,2009,03-10,15:35,@Pemtano,#LPF #noticias #youtube
Andando escaparates: nuevo blog,http://lapinatafrikie.blogspot.com/2009/03/andando-escaparates-nuevo-blog.html,2009,03-08,19:16,@dmaeztu,#LPF #blogger
Trailer de UP!,http://lapinatafrikie.blogspot.com/2009/03/trailer-de-up.html,2009,03-08,13:08,@Pemtano,#LPF #Trailers
Le llaman conejo,http://lapinatafrikie.blogspot.com/2009/03/le-llaman-conejo.html,2009,03-08,01:06,@Pemtano,#LPF #Humor #youtube
6 euros por... Watchmen,http://lapinatafrikie.blogspot.com/2009/03/6-euros-por-watchmen.html,2009,03-07,15:57,@dmaeztu,#LPF #6eurospor #Comics #Películas
Watchmen,http://lapinatafrikie.blogspot.com/2009/03/watchmen.html,2009,03-06,00:00,@ArkaitzCP,#LPF #Películas #youtube
Tsar Bomb o la Bomba del Zar,http://lapinatafrikie.blogspot.com/2009/03/tsar-bomb-o-la-bomba-del-zar.html,2009,03-05,21:21,@Pemtano,#LPF #Miscelanea #youtube
Nueva intro de Los Simpsons,http://lapinatafrikie.blogspot.com/2009/03/nueva-intro-de-los-simpsons.html,2009,03-04,17:08,@dmaeztu,#LPF #Humor #noticias #series #youtube
"Apple renueva el Mac Mini, iMac y Mac Pro",http://lapinatafrikie.blogspot.com/2009/03/apple-renueva-el-mac-mini-imac-y-mac.html,2009,03-04,00:09,@Pemtano,#LPF #Apple #noticias #Tecnología
Spider-pig is watching you,http://lapinatafrikie.blogspot.com/2009/03/spider-pig-is-watching-you.html,2009,03-03,20:27,@dmaeztu,#LPF #frikies #WTF
Bra'tac estuvo en... Amsterdam,http://lapinatafrikie.blogspot.com/2009/03/bratac-estuvo-en-amsterdam.html,2009,03-02,19:25,@ArkaitzCP,#LPF #ABra'taclemola #Viajes
Tempano recomienda... Castle Crashers,http://lapinatafrikie.blogspot.com/2009/03/tempano-recomienda-castle-crashers.html,2009,03-02,13:26,@Pemtano,#LPF #Tempanorecomienda #Videojuegos #Xbox360
Área 51 ¿realidad o ficción?,http://lapinatafrikie.blogspot.com/2009/03/area-51-realidad-o-ficcion.html,2009,03-02,12:50,@Pemtano,#LPF #youtube
Somos todo y nada,http://lapinatafrikie.blogspot.com/2009/03/somos-todo-y-nada.html,2009,03-01,22:49,@Pemtano,#LPF #Videoscuriosos #youtube
La ceremonia de los Oscar 2009,http://lapinatafrikie.blogspot.com/2009/02/la-ceremonia-de-los-oscar-2009.html,2009,02-28,21:37,@Pemtano,#LPF #noticias #Películas #youtube
Pelea Callejera II,http://lapinatafrikie.blogspot.com/2009/02/pelea-callejera-ii.html,2009,02-28,17:34,@Pemtano,#LPF #Humor #youtube
"UMD, un desconocido",http://lapinatafrikie.blogspot.com/2009/02/umd-un-desconocido.html,2009,02-28,17:04,@Pemtano,#LPF #Tecnología #Videojuegos
Anuncio de Killzone 2 en HD,http://lapinatafrikie.blogspot.com/2009/02/anuncio-de-killzone-2-en-hd.html,2009,02-28,14:54,@Pemtano,#LPF #Playstation3 #Videojuegos #youtube
Por un ADSL más barato,http://lapinatafrikie.blogspot.com/2009/02/por-un-adsl-mas-barato.html,2009,02-27,20:40,@Pemtano,#LPF #noticias
"Frikis ""a capella""",http://lapinatafrikie.blogspot.com/2009/02/frikis-capella.html,2009,02-26,17:36,@HerceJaime,#LPF #Miscelanea #youtube
El Gato Ninja,http://lapinatafrikie.blogspot.com/2009/02/el-gato-ninja.html,2009,02-25,06:57,@ArkaitzCP,#LPF #Videoscuriosos
Tempano recomienda... El internado,http://lapinatafrikie.blogspot.com/2009/02/tempano-recomienda-el-internado.html,2009,02-24,18:25,@Pemtano,#LPF #series #Tempanorecomienda
Amenophis recomienda... ¡One Piece!,http://lapinatafrikie.blogspot.com/2009/02/amenophis-recomienda-one-piece.html,2009,02-24,17:38,@dmaeztu,#LPF #Amenophisrecomienda #Manganime
Como Conocí a Vuestro Padre,http://lapinatafrikie.blogspot.com/2009/02/como-conoci-vuestro-padre.html,2009,02-24,13:46,@ArkaitzCP,#LPF #series #youtube
The Hunt for Gollum,http://lapinatafrikie.blogspot.com/2009/02/hunt-for-gollum.html,2009,02-24,11:39,@HerceJaime,#LPF #Trailers
Oscars 2009,http://lapinatafrikie.blogspot.com/2009/02/oscars-2009.html,2009,02-23,10:12,@ArkaitzCP,#LPF #noticias #Películas
Xbox 360 Elite Red Edition por 299 euros,http://lapinatafrikie.blogspot.com/2009/02/xbox-360-elite-red-edition-por-299.html,2009,02-23,09:58,@Pemtano,#LPF #Videojuegos #Xbox360
A Bra'tac le encanta... Cien años de Soledad,http://lapinatafrikie.blogspot.com/2009/02/bratac-le-encanta-cien-anos-de-soledad.html,2009,02-23,09:25,@ArkaitzCP,#LPF #ABra'taclemola #Literatura
Tempano recomienda... Street Fighter IV,http://lapinatafrikie.blogspot.com/2009/02/tempano-recomienda-street-fighter-iv.html,2009,02-23,01:19,@Pemtano,#LPF #Tempanorecomienda #Videojuegos #Xbox360
"Astro Boy, vuelve a renacer",http://lapinatafrikie.blogspot.com/2009/02/astro-boy-vuelve-renacer.html,2009,02-22,17:17,@HerceJaime,#LPF
¡Pásame ese gif!,http://lapinatafrikie.blogspot.com/2009/02/pasame-ese-gif_21.html,2009,02-21,19:41,@Pemtano,#LPF #Humor #Pásameesegif
Zumba con tu música,http://lapinatafrikie.blogspot.com/2009/02/zumba-con-tu-musica.html,2009,02-20,19:46,@ArkaitzCP,#LPF #Musica #Tecnología
Peter y el Sapo,http://lapinatafrikie.blogspot.com/2009/02/peter-y-el-sapo.html,2009,02-20,00:34,@ArkaitzCP,#LPF #youtube
Tengo un MAC y una Xbox ¿qué hago?,http://lapinatafrikie.blogspot.com/2009/02/tengo-un-mac-y-una-xbox-que-hago.html,2009,02-19,22:25,@Pemtano,#LPF #Apple #Miscelanea #Videojuegos #Xbox360
Cuando los caminos se cruzan,http://lapinatafrikie.blogspot.com/2009/02/cuando-los-caminos-se-cruzan.html,2009,02-19,01:52,@HerceJaime,#LPF #JimoOoRecomienda
Trailer de Transformers: Revenge of the Fallen,http://lapinatafrikie.blogspot.com/2009/02/trailer-de-transformers-revenge-of.html,2009,02-18,13:28,@Pemtano,#LPF #Películas #Trailers
Locura en el aeropuerto de Hong Kong,http://lapinatafrikie.blogspot.com/2009/02/locura-en-el-aeropuerto-de-hong-kong.html,2009,02-18,09:03,@dmaeztu,#LPF #Videoscuriosos #youtube
¿Quién dijo que el amor apesta?,http://lapinatafrikie.blogspot.com/2009/02/quien-dijo-que-el-amor-apesta.html,2009,02-17,20:11,@ArkaitzCP,#LPF #Videoscuriosos
"Cuatroº, hasta aquí hemos llegado",http://lapinatafrikie.blogspot.com/2009/02/cuatro-hasta-aqui-hemos-llegado.html,2009,02-17,12:38,@HerceJaime,#LPF #Reflexiones
¡Pásame ese gif!,http://lapinatafrikie.blogspot.com/2009/02/pasame-ese-gif_16.html,2009,02-16,14:35,@Pemtano,#LPF #Humor #Pásameesegif
Realidad o ficción?,http://lapinatafrikie.blogspot.com/2009/02/realidad-o-ficcion.html,2009,02-16,01:10,@HerceJaime,#LPF #Publicidad
Trailer: Inglorius Basterds,http://lapinatafrikie.blogspot.com/2009/02/trailer-inglorius-basterds.html,2009,02-15,20:46,@ArkaitzCP,#LPF #Trailers
"Muertes por una ""i""",http://lapinatafrikie.blogspot.com/2009/02/muertes-por-una-i.html,2009,02-15,12:52,@Pemtano,#LPF #noticias
Los logros y los Microsoft Points,http://lapinatafrikie.blogspot.com/2009/02/los-logros-y-los-microsoft-points.html,2009,02-15,12:27,@Pemtano,#LPF #Consolas #Videojuegos #Xbox360
Rob Schneider vs Lolita,http://lapinatafrikie.blogspot.com/2009/02/rob-schneider-vs-lolita.html,2009,02-13,19:06,@ArkaitzCP,#LPF #Videoscuriosos
Dispara al Malo,http://lapinatafrikie.blogspot.com/2009/02/dispara-al-malo.html,2009,02-13,18:34,@ArkaitzCP,#LPF #frikies
Trailer: Angels & Demons,http://lapinatafrikie.blogspot.com/2009/02/trailer-angels-demons.html,2009,02-13,17:51,@ArkaitzCP,#LPF #Trailers
El curioso caso de... Call of Duty,http://lapinatafrikie.blogspot.com/2009/02/el-curioso-caso-de-call-of-duty.html,2009,02-13,17:37,@Pemtano,#LPF #Miscelanea #Videojuegos
"Alcampo, WTF?",http://lapinatafrikie.blogspot.com/2009/02/alcampo-wtf.html,2009,02-13,16:57,@ArkaitzCP,#LPF #WTF
Que ver una noche de insomnio: Manhattan,http://lapinatafrikie.blogspot.com/2009/02/que-ver-una-noche-de-insomnio-manhattan.html,2009,02-13,16:24,@ArkaitzCP,#LPF #Películas
A Bra'tac le mola... El misterio de la cripta embrujada,http://lapinatafrikie.blogspot.com/2009/02/bratac-le-mola-el-misterio-de-la-cripta.html,2009,02-10,17:26,@ArkaitzCP,#LPF #ABra'taclemola #Literatura
De mascotas...,http://lapinatafrikie.blogspot.com/2009/02/de-mascotas.html,2009,02-10,12:12,@ArkaitzCP,#LPF #blogger #Tecnología
¡Pásame ese gif!,http://lapinatafrikie.blogspot.com/2009/02/pasame-ese-gif.html,2009,02-09,21:36,@Pemtano,#LPF #Humor #Pásameesegif
A Bra'tac le mola... Match Point,http://lapinatafrikie.blogspot.com/2009/02/bratac-le-mola-match-point.html,2009,02-09,16:00,@ArkaitzCP,#LPF #ABra'taclemola #Películas
Tempano recomienda... Street Fighter II Turbo HD Remix,http://lapinatafrikie.blogspot.com/2009/02/tempano-recomienda-street-fighter-ii.html,2009,02-08,22:40,@Pemtano,#LPF #Tempanorecomienda #Videojuegos #Xbox360
Penoso lo de Chibisland,http://lapinatafrikie.blogspot.com/2009/02/penoso-lo-de-chibisland.html,2009,02-07,20:59,@Pemtano,#LPF #Manganime #Miscelanea #noticias
"Los cheats, cheaters, chetos...",http://lapinatafrikie.blogspot.com/2009/02/los-cheats-cheaters-chetos.html,2009,02-07,12:39,@Pemtano,#LPF #Miscelanea #Xbox360
¿Quién dijo vergüenza?,http://lapinatafrikie.blogspot.com/2009/02/quien-dijo-verguenza.html,2009,02-06,17:25,@Pemtano,#LPF #Humor #Videoscuriosos
Entendiendo a los gamers,http://lapinatafrikie.blogspot.com/2009/02/entendiendo-los-gamers.html,2009,02-05,23:49,@Pemtano,#LPF #Humor #Videoscuriosos
Amenophis recomienda...¡Great Teacher Onizuka!,http://lapinatafrikie.blogspot.com/2009/02/amenophis-recomiendagreat-tecaher.html,2009,02-05,16:32,@dmaeztu,#LPF #Amenophisrecomienda #Manganime
TOP 4 anuncios de la SuperBowl,http://lapinatafrikie.blogspot.com/2009/02/top-4-anuncios-de-la-superbowl.html,2009,02-03,13:07,@HerceJaime,#LPF #Videoscuriosos
¿El final de Doraemon?,http://lapinatafrikie.blogspot.com/2009/02/el-final-de-doraemon.html,2009,02-03,09:54,@dmaeztu,#LPF #Manganime
¿Eso es un final de serie?,http://lapinatafrikie.blogspot.com/2009/02/eso-es-un-final-de-serie.html,2009,02-02,22:30,@ArkaitzCP,#LPF #series #Videoscuriosos
Superbowl teasers; G.I.Joe: Rise of cobra y Transformers: Revenge of the Fallen,http://lapinatafrikie.blogspot.com/2009/02/teaser-de-gi-joe-rise-of-cobra.html,2009,02-02,12:09,@Pemtano,#LPF #Películas #Trailers
Tempano recomienda... Portal,http://lapinatafrikie.blogspot.com/2009/02/portal-aire-fresco.html,2009,02-01,12:58,@Pemtano,#LPF #Tempanorecomienda #Videojuegos #Xbox360
"Premiemos a los culpables... y luego no le pidamos jamás ayuda, que no nos la darán",http://lapinatafrikie.blogspot.com/2009/01/premiemos-los-culpables-y-luego-no-le.html,2009,01-29,23:06,@dmaeztu,#LPF #Miscelanea #noticias #youtube
"El genio hacker, Kevin Mitnick",http://lapinatafrikie.blogspot.com/2009/01/el-genio-hacker-kevin-mitnick.html,2009,01-29,12:18,@Pemtano,#LPF #Miscelanea #Videoscuriosos
Tempano recomienda... Mirror's Edge,http://lapinatafrikie.blogspot.com/2009/01/mirrors-edge-algo-distinto.html,2009,01-28,22:37,@Pemtano,#LPF #Tempanorecomienda #Videojuegos #Xbox360
Mi experto en vida sana para Nintendo SD,http://lapinatafrikie.blogspot.com/2009/01/mi-experto-en-vida-sana-para-nintendo.html,2009,01-28,16:23,@HerceJaime,#LPF #Videojuegos
Macintosh cumple 25 años,http://lapinatafrikie.blogspot.com/2009/01/macintosh-cumple-25-aos.html,2009,01-24,17:03,@Pemtano,#LPF #Apple #Tecnología #Videoscuriosos
